1.287460327148437500e-05,9.167500000000001759e-01,6.118399999999990513e-01,1.446771600000000149e+02,1.160602258468999975e-01,-2.191969887080000290e-02,9.801089711419999517e+00,4.767399999999999949e+01,1.834100000000000108e+01,1.387000000000000011e+00
1.414585113525390625e-02,8.477500000000002256e-01,7.108399999999992502e-01,1.410841600000000255e+02,-6.393977415310000967e-02,1.808030112920000487e-02,9.781089711419999944e+00,4.928699999999999903e+01,1.744200000000000017e+01,5.200000000000000178e-01
2.750396728515625000e-02,9.017500000000002736e-01,6.118399999999990513e-01,1.373911600000000135e+02,-1.339397741531000163e-01,7.808030112920000265e-02,9.801089711419999517e+00,5.071999999999999886e+01,1.708200000000000074e+01,1.560000000000000053e+00
4.081106185913085938e-02,7.717500000000001581e-01,6.048399999999993781e-01,1.346521600000000092e+02,-5.393977415310000079e-02,1.808030112920000487e-02,9.791089711419999730e+00,4.874900000000000233e+01,1.654200000000000159e+01,1.040000000000000036e+00
5.410504341125488281e-02,8.637500000000002398e-01,4.748399999999994847e-01,1.318221600000000251e+02,-6.393977415310000967e-02,-5.191969887080000179e-02,9.761089711420000370e+00,4.910699999999999932e+01,1.762099999999999866e+01,1.387000000000000011e+00
6.762003898620605469e-02,9.627500000000002167e-01,4.748399999999994847e-01,1.295021600000000035e+02,-9.393977415310000856e-02,5.808030112919998489e-02,9.761089711420000370e+00,4.928699999999999903e+01,1.492399999999999949e+01,-5.200000000000000178e-01
8.096790313720703125e-02,8.097500000000001918e-01,5.438399999999994350e-01,1.292961600000000146e+02,-6.393977415310000967e-02,2.808030112919999988e-02,9.771089711420000157e+00,5.215400000000000347e+01,1.492399999999999949e+01,1.907000000000000028e+00
9.426283836364746094e-02,7.337500000000002354e-01,4.668399999999994776e-01,1.270611600000000010e+02,1.460602258468999826e-01,-4.191969887079999985e-02,9.821089711420000867e+00,5.125800000000000267e+01,1.402500000000000036e+01,3.469999999999999751e-01
1.075689792633056641e-01,7.567500000000002558e-01,6.428399999999996339e-01,1.277701600000000042e+02,-1.139397741530999986e-01,-1.019196988708000046e-01,9.771089711420000157e+00,5.233299999999999841e+01,1.402500000000000036e+01,6.929999999999999494e-01
1.209130287170410156e-01,7.797500000000001652e-01,5.278399999999994208e-01,1.286781600000000196e+02,1.360602258469000014e-01,-1.919196988708000151e-01,9.771089711420000157e+00,5.143699999999999761e+01,1.204700000000000060e+01,1.213999999999999968e+00
1.342148780822753906e-01,7.867500000000001714e-01,5.818399999999996908e-01,1.309821600000000217e+02,-2.393977415310000190e-02,-1.219196988708000085e-01,9.801089711419999517e+00,5.179599999999999937e+01,1.168800000000000061e+01,1.729999999999999871e-01
