1.001358032226562500e-05,-1.775999999999999801e-02,-8.167000000000035342e-02,9.279999999999732907e-03,1.060602258469000025e-01,-1.919698870799999013e-03,9.831089711420000654e+00,4.480599999999999739e+01,2.733099999999999952e+01,1.040000000000000036e+00
1.428699493408203125e-02,-4.776000000000002466e-02,-5.867000000000022197e-02,-7.472000000000034170e-02,7.606022584689998978e-02,1.808030112920000487e-02,9.821089711420000867e+00,4.552300000000000324e+01,2.589300000000000068e+01,0.000000000000000000e+00
2.815294265747070312e-02,-1.167600000000000859e-01,-3.667000000000042448e-02,-5.172000000000021025e-02,7.606022584689998978e-02,1.808030112920000487e-02,9.831089711420000654e+00,4.498499999999999943e+01,2.715099999999999980e+01,-8.669999999999999929e-01
5.127501487731933594e-02,-4.776000000000002466e-02,2.329999999999721183e-03,-8.972000000000024400e-02,8.606022584689999866e-02,-1.919698870799999013e-03,9.781089711419999944e+00,4.355100000000000193e+01,2.607199999999999918e+01,5.200000000000000178e-01
7.040381431579589844e-02,-2.576000000000000512e-02,-1.046700000000004849e-01,1.727999999999974001e-02,8.606022584689999866e-02,1.808030112920000487e-02,9.801089711419999517e+00,4.516400000000000148e+01,2.661199999999999832e+01,6.929999999999999494e-01
8.479690551757812500e-02,-4.776000000000002466e-02,-1.276700000000001722e-01,2.279999999999615667e-03,8.606022584689999866e-02,1.808030112920000487e-02,9.791089711419999730e+00,4.498499999999999943e+01,2.715099999999999980e+01,1.560000000000000053e+00
9.858798980712890625e-02,-5.576000000000003176e-02,-5.867000000000022197e-02,2.279999999999615667e-03,1.060602258469000025e-01,1.808030112920000487e-02,9.821089711420000867e+00,4.390999999999999659e+01,2.643199999999999861e+01,5.200000000000000178e-01
1.130869388580322266e-01,-2.760000000000095710e-03,-1.356700000000001793e-01,9.279999999999732907e-03,1.060602258469000025e-01,8.080301129199995991e-03,9.791089711419999730e+00,4.444800000000000040e+01,2.625199999999999889e+01,0.000000000000000000e+00
1.271378993988037109e-01,-9.759999999999990905e-03,-5.167000000000054882e-02,-1.372000000000017650e-02,1.060602258469000025e-01,2.808030112919999988e-02,9.861089711420000015e+00,4.552300000000000324e+01,2.661199999999999832e+01,1.733999999999999986e+00
1.421399116516113281e-01,-5.576000000000003176e-02,-5.167000000000054882e-02,-5.872000000000032749e-02,8.606022584689999866e-02,1.808030112920000487e-02,9.801089711419999517e+00,4.390999999999999659e+01,2.571300000000000097e+01,-1.729999999999999871e-01
1.560089588165283203e-01,-3.276000000000001133e-02,4.732999999999965013e-02,-3.672000000000030795e-02,8.606022584689999866e-02,2.808030112919999988e-02,9.821089711420000867e+00,4.373100000000000165e+01,2.625199999999999889e+01,1.040000000000000036e+00
1.706328392028808594e-01,-2.760000000000095710e-03,-6.667000000000022908e-02,1.082799999999997098e-01,8.606022584689999866e-02,1.808030112920000487e-02,9.831089711420000654e+00,4.319299999999999784e+01,2.787000000000000099e+01,5.200000000000000178e-01
1.845459938049316406e-01,-1.247600000000000930e-01,-7.467000000000023618e-02,3.227999999999964231e-02,8.606022584689999866e-02,1.808030112920000487e-02,9.811089711420001080e+00,4.480599999999999739e+01,2.517299999999999827e+01,3.469999999999999751e-01
1.993839740753173828e-01,-1.017600000000000726e-01,-5.670000000000285922e-03,2.527999999999974712e-02,9.606022584689999366e-02,2.808030112919999988e-02,9.791089711419999730e+00,4.480599999999999739e+01,2.769099999999999895e+01,3.469999999999999751e-01
2.132549285888671875e-01,-4.776000000000002466e-02,1.732999999999940144e-02,-4.372000000000020314e-02,8.606022584689999866e-02,2.808030112919999988e-02,9.801089711419999517e+00,4.641899999999999693e+01,2.751099999999999923e+01,1.560000000000000053e+00
2.282009124755859375e-01,-2.576000000000000512e-02,-8.967000000000036053e-02,-3.672000000000030795e-02,9.606022584689999366e-02,8.080301129199995991e-03,9.811089711420001080e+00,4.426800000000000068e+01,2.571300000000000097e+01,1.560000000000000053e+00
2.420599460601806641e-01,-4.076000000000001844e-02,-2.867000000000041737e-02,-5.872000000000032749e-02,7.606022584689998978e-02,1.808030112920000487e-02,9.781089711419999944e+00,4.606099999999999994e+01,2.823000000000000043e+01,-1.729999999999999871e-01
2.566130161285400391e-01,2.023999999999992472e-02,-9.767000000000036763e-02,-1.372000000000017650e-02,9.606022584689999366e-02,1.808030112920000487e-02,9.781089711419999944e+00,4.444800000000000040e+01,2.661199999999999832e+01,-6.929999999999999494e-01
2.710309028625488281e-01,-1.247600000000000930e-01,-1.367000000000029303e-02,-2.872000000000030084e-02,6.606022584689999477e-02,8.080301129199995991e-03,9.811089711420001080e+00,4.498499999999999943e+01,2.751099999999999923e+01,8.669999999999999929e-01
2.850019931793212891e-01,-6.376000000000003887e-02,9.329999999999838423e-03,-4.372000000000020314e-02,1.060602258469000025e-01,2.808030112919999988e-02,9.781089711419999944e+00,4.426800000000000068e+01,2.679200000000000159e+01,1.729999999999999871e-01
2.991809844970703125e-01,-4.076000000000001844e-02,7.032999999999978158e-02,7.827999999999968317e-02,1.060602258469000025e-01,8.080301129199995991e-03,9.801089711419999517e+00,4.408899999999999864e+01,2.733099999999999952e+01,1.733999999999999986e+00
3.127579689025878906e-01,-1.775999999999999801e-02,-3.667000000000042448e-02,2.527999999999974712e-02,8.606022584689999866e-02,2.808030112919999988e-02,9.831089711420000654e+00,4.552300000000000324e+01,2.733099999999999952e+01,6.929999999999999494e-01
3.271489143371582031e-01,-1.775999999999999801e-02,-4.367000000000054172e-02,-1.372000000000017650e-02,9.606022584689999366e-02,1.808030112920000487e-02,9.801089711419999517e+00,4.444800000000000040e+01,2.661199999999999832e+01,2.080000000000000071e+00
3.408129215240478516e-01,2.023999999999992472e-02,2.532999999999940854e-02,6.327999999999978087e-02,1.060602258469000025e-01,8.080301129199995991e-03,9.811089711420001080e+00,4.444800000000000040e+01,2.697100000000000009e+01,1.040000000000000036e+00
3.555028438568115234e-01,5.239999999999911395e-03,-5.167000000000054882e-02,2.279999999999615667e-03,1.060602258469000025e-01,2.808030112919999988e-02,9.811089711420001080e+00,4.462700000000000244e+01,2.715099999999999980e+01,1.213999999999999968e+00
3.690979480743408203e-01,2.023999999999992472e-02,-2.867000000000041737e-02,5.527999999999977376e-02,1.060602258469000025e-01,-1.919698870799999013e-03,9.821089711420000867e+00,4.444800000000000040e+01,2.661199999999999832e+01,0.000000000000000000e+00
